Time [s]	Tatm [K]	Patm [Pa]	RH [%]	Re	delPorf [Pa]	mp [kg/s]	Ps [Pa]
166.901546	300.147744	86130.000000	43.000000	39990.950277	2163.214323	0.211912	-42.360473
167.294569	300.139762	86130.000000	43.000000	40072.782024	2177.957467	0.212339	-41.128059
167.685591	300.157722	86130.000000	43.000000	40207.462742	2176.478628	0.213048	-41.776689
168.077613	300.131780	86130.000000	43.000000	40188.829366	2145.023538	0.212961	-42.606944
168.469635	300.136769	86130.000000	43.000000	39913.076141	2161.145713	0.211483	-42.996128
168.863658	300.136769	86130.000000	43.000000	40058.131254	2181.640982	0.212254	-42.026423
169.254681	300.134773	86130.000000	43.000000	40242.417180	2143.408634	0.213231	-43.138826
169.644703	300.129784	86130.000000	43.000000	39897.982004	2190.831620	0.211405	-42.185344
170.035725	300.136769	86130.000000	43.000000	40327.537125	2172.123704	0.213677	-42.243710
170.426748	300.118808	86130.000000	43.000000	40156.785017	2161.871548	0.212777	-42.113987
170.818770	300.123797	86130.000000	43.000000	40069.764259	2146.121355	0.212304	-42.467493
171.209793	300.147744	86130.000000	43.000000	39925.574302	2125.426423	0.211544	-41.929131
171.601815	300.129784	86130.000000	43.000000	39728.877057	2134.589978	0.210517	-41.945338
171.993837	300.118808	86130.000000	43.000000	39818.278220	2187.166276	0.210979	-43.005856
172.384860	300.129784	86130.000000	43.000000	40298.861028	2121.987868	0.213518	-41.783185
172.775882	300.123797	86130.000000	43.000000	39703.124160	2148.262518	0.210369	-42.065334
173.168904	300.115815	86130.000000	43.000000	39944.776325	2176.895949	0.211645	-42.649118
173.560927	300.129784	86130.000000	43.000000	40207.054008	2156.491447	0.213030	-42.736682
173.951949	300.141758	86130.000000	43.000000	40018.067142	2146.230206	0.212038	-43.258822
174.343972	300.123797	86130.000000	43.000000	39921.525254	2146.910658	0.211534	-42.399384
174.737994	300.131780	86130.000000	43.000000	39932.764998	2151.238369	0.211582	-41.332387
175.129016	300.136769	86130.000000	43.000000	39968.588680	2145.059836	0.211777	-42.558306
175.519039	300.123797	86130.000000	43.000000	39911.923885	2213.123241	0.211480	-42.824247
175.910061	300.139762	86130.000000	43.000000	40529.978146	2136.096030	0.214746	-42.396136
176.303084	300.139762	86130.000000	43.000000	39829.260879	2164.638737	0.211044	-42.911811
176.694106	300.126791	86130.000000	43.000000	40088.851454	2186.721698	0.212419	-42.246958
177.086129	300.123797	86130.000000	43.000000	40291.721639	2140.859191	0.213486	-42.042631
177.476151	300.126791	86130.000000	43.000000	39877.474606	2165.046974	0.211289	-42.863158
177.868173	300.126791	86130.000000	43.000000	40096.658410	2128.429486	0.212452	-42.263166
178.259196	300.129784	86130.000000	43.000000	39763.354324	2143.263441	0.210686	-42.532355
178.652218	300.118808	86130.000000	43.000000	39897.805373	2143.091078	0.211400	-42.548578
179.043241	300.121802	86130.000000	43.000000	39899.772030	2178.111702	0.211404	-42.652350
179.435263	300.141758	86130.000000	43.000000	40216.039327	2187.501959	0.213081	-42.178849
179.826285	300.141758	86130.000000	43.000000	40293.675448	2163.513708	0.213506	-44.140978
180.218307	300.152733	86130.000000	43.000000	40078.946510	2146.021545	0.212368	-42.341003
186.878689	300.191647	86130.000000	43.000000	39458.944880	2156.155764	0.209115	-95.730327
187.270711	300.165705	86130.000000	43.000000	40040.471514	2214.075864	0.212197	-97.423267
187.662734	300.183665	86130.000000	43.000000	40572.147881	2144.216064	0.214997	-96.038426
188.052756	300.180671	86130.000000	43.000000	39934.809025	2173.030943	0.211631	-96.181125
188.443778	300.168698	86130.000000	43.000000	40197.163722	2141.013426	0.213020	-94.935751
188.836801	300.141758	86130.000000	43.000000	39909.513761	2198.634141	0.211488	-96.541126
189.227823	300.162711	86130.000000	43.000000	40440.767975	2171.960383	0.214285	-97.040578
189.618845	300.160716	86130.000000	43.000000	40194.016190	2144.497322	0.212991	-96.716255
190.009868	300.147744	86130.000000	43.000000	39945.313537	2164.493544	0.211672	-95.785460
190.401890	300.162711	86130.000000	43.000000	40130.253883	2150.222191	0.212644	-95.649242
190.792912	300.173687	86130.000000	43.000000	39995.833288	2146.384441	0.211941	-97.193004
191.182935	300.160716	86130.000000	43.000000	39958.720736	2162.951193	0.211752	-96.122759
191.575957	300.157722	86130.000000	43.000000	40112.349841	2166.770816	0.212557	-96.492472
191.968980	300.160716	86130.000000	43.000000	40148.196692	2172.804155	0.212745	-95.746550
192.361002	300.157722	86130.000000	43.000000	40201.163138	2145.858225	0.213028	-96.100056
192.753025	300.155727	86130.000000	43.000000	39958.069283	2162.470361	0.211738	-95.548702
193.144047	300.165705	86130.000000	43.000000	40109.060127	2111.835521	0.212537	-97.312999
193.537069	300.141758	86130.000000	43.000000	39645.703618	2165.790936	0.210088	-97.364885
193.929092	300.160716	86130.000000	43.000000	40145.249158	2163.051003	0.212719	-97.731366
194.320114	300.131780	86130.000000	43.000000	40114.600120	2141.430747	0.212569	-95.665465
194.712137	300.152733	86130.000000	43.000000	39925.746620	2150.866387	0.211550	-95.905456
195.104159	300.160716	86130.000000	43.000000	40005.052990	2162.288869	0.211984	-97.225435
195.496181	300.170693	86130.000000	43.000000	40107.242398	2168.294996	0.212530	-96.586532
195.888204	300.129784	86130.000000	43.000000	40157.878365	2125.589700	0.212805	-95.921679
196.279226	300.144751	86130.000000	43.000000	39782.016583	2155.257566	0.210787	-97.747590
196.672249	300.149740	86130.000000	43.000000	40049.110850	2108.043112	0.212212	-96.508695
197.063271	300.149740	86130.000000	43.000000	39615.350401	2144.243321	0.209917	-95.162766
197.454294	300.152733	86130.000000	43.000000	39945.217580	2127.876014	0.211665	-95.811411
197.845316	300.131780	86130.000000	43.000000	39795.545409	2194.968754	0.210873	-95.837347
198.238338	300.147744	86130.000000	43.000000	40410.460034	2124.292309	0.214118	-97.176781
198.629361	300.139762	86130.000000	43.000000	39765.493941	2182.112773	0.210711	-96.680577
199.020383	300.136769	86130.000000	43.000000	40292.806959	2199.441615	0.213500	-95.811411
199.411406	300.139762	86130.000000	43.000000	40448.962381	2172.713431	0.214325	-96.284912
199.804428	300.155727	86130.000000	43.000000	40207.587814	2120.155174	0.213048	-96.696800
200.195450	300.139762	86130.000000	43.000000	39724.646681	2134.907490	0.210500	-96.700032
200.588473	300.129784	86130.000000	43.000000	39864.626297	2186.803337	0.211231	-95.649242
200.979495	300.139762	86130.000000	43.000000	40337.414794	2130.570737	0.213730	-96.362749
201.371518	300.134773	86130.000000	43.000000	39824.731103	2120.726774	0.211020	-96.573557
201.764540	300.141758	86130.000000	43.000000	39736.513014	2154.785776	0.210549	-96.774637
202.155562	300.134773	86130.000000	43.000000	40044.996014	2154.032728	0.212188	-96.297888
202.548585	300.149740	86130.000000	43.000000	40040.009957	2140.160612	0.212157	-96.304368
202.939607	300.126791	86130.000000	43.000000	39909.007808	2148.570989	0.211473	-96.151942
203.331630	300.141758	86130.000000	43.000000	39992.833924	2126.016151	0.211902	-96.745438
203.722652	300.141758	86130.000000	43.000000	39782.854183	2158.995507	0.210799	-96.871929
204.113675	300.131780	86130.000000	43.000000	40083.351842	2131.840916	0.212391	-96.129239
204.506697	300.126791	86130.000000	43.000000	39838.802214	2140.033590	0.211089	-96.554101
204.899719	300.131780	86130.000000	43.000000	39915.513472	2126.560495	0.211492	-96.404908
205.290742	300.131780	86130.000000	43.000000	39790.779290	2141.966049	0.210835	-96.275185
205.682764	300.136769	86130.000000	43.000000	39931.274912	2169.937156	0.211579	-95.782213
206.074787	300.131780	86130.000000	43.000000	40183.113534	2169.919029	0.212917	-97.124895
212.726167	300.095859	86130.000000	43.000000	40312.280400	2184.961601	0.213581	-89.312073
213.118189	300.087877	86130.000000	43.000000	40326.450577	2195.694589	0.213649	-88.728304
213.509212	300.082888	86130.000000	43.000000	40425.103098	2173.375712	0.214167	-89.033156
213.902234	300.077899	86130.000000	43.000000	40225.761040	2152.063970	0.213108	-88.686145
214.294257	300.084884	86130.000000	43.000000	40033.900691	2128.783297	0.212088	-89.717480
214.686279	300.058941	86130.000000	43.000000	39820.337588	2141.721090	0.210961	-88.725056
215.077302	300.071912	86130.000000	43.000000	39945.926856	2140.323889	0.211609	-89.415860
215.469324	300.074906	86130.000000	43.000000	39929.619899	2185.451519	0.211532	-88.828844
215.861346	300.074906	86130.000000	43.000000	40337.211353	2165.319189	0.213693	-89.156399
216.252369	300.071912	86130.000000	43.000000	40155.531495	2154.722265	0.212730	-88.922888
216.643391	300.069917	86130.000000	43.000000	40060.171173	2139.734161	0.212223	-88.942359
217.037414	300.043974	86130.000000	43.000000	39924.410244	2166.725432	0.211503	-88.634259
217.427436	300.061934	86130.000000	43.000000	40177.792338	2162.497574	0.212828	-90.012604
217.818458	300.040981	86130.000000	43.000000	40134.818999	2147.563896	0.212612	-90.249363
218.209481	300.058941	86130.000000	43.000000	40006.162519	2139.806758	0.211917	-90.181253
218.602503	300.043974	86130.000000	43.000000	39929.635582	2178.338534	0.211523	-88.854795
218.993526	300.051956	86130.000000	43.000000	40283.018560	2162.080209	0.213385	-88.572630
219.385548	300.031003	86130.000000	43.000000	40133.073578	2169.311174	0.212596	-89.590989
219.776570	300.045970	86130.000000	43.000000	40206.252902	2124.183457	0.212970	-88.556423
220.171593	300.032998	86130.000000	43.000000	39789.699268	2154.431922	0.210774	-88.984517
220.562615	300.053952	86130.000000	43.000000	40070.107566	2146.538676	0.212250	-88.815868
220.952638	300.048963	86130.000000	43.000000	39991.440995	2133.374225	0.211847	-90.083961
221.343660	300.048963	86130.000000	43.000000	39874.088235	2135.941795	0.211222	-88.189941
221.735682	300.043974	86130.000000	43.000000	39895.903177	2135.932710	0.211338	-88.485066
222.126705	300.051956	86130.000000	43.000000	39897.688760	2161.118500	0.211344	-89.895857
222.518727	300.056945	86130.000000	43.000000	40125.481367	2157.779754	0.212556	-87.901297
222.909750	300.048963	86130.000000	43.000000	40091.847160	2121.797334	0.212381	-89.117488
223.302772	300.053952	86130.000000	43.000000	39767.368838	2148.825033	0.210657	-88.319664
223.692794	300.032998	86130.000000	43.000000	40011.795993	2186.921273	0.211955	-89.445043
224.084817	300.045970	86130.000000	43.000000	40364.522354	2152.054884	0.213810	-88.494793
224.475839	300.045970	86130.000000	43.000000	40043.855544	2128.656275	0.212120	-88.063451
224.868862	300.051956	86130.000000	43.000000	39830.155225	2137.048654	0.210988	-88.355343
225.261884	300.043974	86130.000000	43.000000	39905.130409	2119.075528	0.211389	-88.021292
225.652906	300.045970	86130.000000	43.000000	39743.050141	2218.839025	0.210525	-88.832091
226.045929	300.066923	86130.000000	43.000000	40646.294944	2149.088120	0.215311	-89.013701
226.436951	300.051956	86130.000000	43.000000	40010.548784	2147.173787	0.211957	-89.266666
226.828974	300.066923	86130.000000	43.000000	39998.170577	2154.568030	0.211882	-88.903433
227.218996	300.051956	86130.000000	43.000000	40060.252573	2142.020475	0.212220	-88.880730
227.609018	300.051956	86130.000000	43.000000	39950.876055	2195.975847	0.211631	-89.847203
228.003041	300.071912	86130.000000	43.000000	40440.114965	2160.528772	0.214223	-88.303441
228.397063	300.066923	86130.000000	43.000000	40112.193514	2138.436770	0.212499	-89.989901
228.788086	300.069917	86130.000000	43.000000	39914.313150	2160.438048	0.211447	-88.871002
229.180108	300.066923	86130.000000	43.000000	40112.501814	2149.206056	0.212499	-88.173718
229.572131	300.071912	86130.000000	43.000000	40010.869497	2164.956250	0.211959	-89.733688
229.964153	300.069917	86130.000000	43.000000	40153.551387	2207.979014	0.212718	-88.605061
230.355175	300.056945	86130.000000	43.000000	40540.950207	2179.109709	0.214769	-88.403981
230.748198	300.074906	86130.000000	43.000000	40285.220133	2177.648997	0.213406	-89.454771
231.142220	300.074906	86130.000000	43.000000	40267.088638	2213.658500	0.213321	-89.214780
231.534243	300.066923	86130.000000	43.000000	40590.633575	2145.250370	0.215035	-89.166127
231.926265	300.056945	86130.000000	43.000000	39975.625922	2177.603657	0.211772	-88.835324
238.581646	300.087877	86130.000000	43.000000	40256.805754	2149.042779	0.213275	-106.500949
238.974669	300.087877	86130.000000	43.000000	40018.237566	2160.673965	0.212011	-106.046904
239.365691	300.110826	86130.000000	43.000000	40123.520255	2149.287738	0.212569	-104.840456
239.756713	300.079895	86130.000000	43.000000	40011.660072	2179.971609	0.211991	-105.476110
240.148736	300.090870	86130.000000	43.000000	40300.246767	2168.630722	0.213500	-106.072854
240.542758	300.100848	86130.000000	43.000000	40194.649066	2192.237906	0.212948	-105.868542
240.933780	300.097855	86130.000000	43.000000	40404.306882	2131.205848	0.214065	-105.887998
241.323802	300.097855	86130.000000	43.000000	39851.795194	2143.816870	0.211136	-105.751779
241.715825	300.071912	86130.000000	43.000000	39966.731978	2151.564966	0.211745	-105.226392
242.108848	300.082888	86130.000000	43.000000	40045.155123	2156.763619	0.212144	-104.694509
242.501870	300.095859	86130.000000	43.000000	40088.398648	2178.774026	0.212380	-105.579898
242.893892	300.082888	86130.000000	43.000000	40284.263553	2170.844439	0.213426	-105.871775
243.285915	300.058941	86130.000000	43.000000	40217.001531	2159.857406	0.213061	-105.862047
243.677938	300.090870	86130.000000	43.000000	40125.166899	2167.106499	0.212559	-105.699893
244.069960	300.090870	86130.000000	43.000000	40180.432065	2159.503552	0.212873	-106.007993
244.462982	300.071912	86130.000000	43.000000	40111.764213	2141.875325	0.212509	-105.492333
244.854004	300.084884	86130.000000	43.000000	39957.103604	2134.925661	0.211677	-104.739916
245.248027	300.079895	86130.000000	43.000000	39888.887134	2168.285954	0.211324	-104.908549
245.639050	300.100848	86130.000000	43.000000	40193.937478	2150.612343	0.212937	-104.986386
246.031072	300.079895	86130.000000	43.000000	40026.904108	2164.411906	0.212066	-105.962587
246.423094	300.082888	86130.000000	43.000000	40159.783791	2145.350179	0.212756	-105.849071
246.815117	300.079895	86130.000000	43.000000	39985.535956	2143.825956	0.211835	-105.680438
247.207139	300.077899	86130.000000	43.000000	39972.479945	2169.229492	0.211764	-104.856663
247.597161	300.090870	86130.000000	43.000000	40203.108688	2140.215038	0.212984	-104.639376
247.987184	300.077899	86130.000000	43.000000	39935.165970	2165.001633	0.211573	-105.226392
248.380206	300.084884	86130.000000	43.000000	40165.167302	2160.637667	0.212783	-105.450159
248.772229	300.064928	86130.000000	43.000000	40123.511835	2193.734873	0.212567	-104.953955
249.164251	300.071912	86130.000000	43.000000	40428.600591	2174.264824	0.214170	-105.365843
249.555274	300.100848	86130.000000	43.000000	40251.021549	2173.130753	0.213234	-107.843631
249.947296	300.079895	86130.000000	43.000000	40233.504910	2138.164598	0.213160	-106.004745
250.338318	300.103842	86130.000000	43.000000	39921.140055	2181.341597	0.211492	-105.018817
250.730340	300.092866	86130.000000	43.000000	40304.326990	2168.930107	0.213537	-106.056647
251.120363	300.077899	86130.000000	43.000000	40196.602465	2124.927420	0.212960	-105.239352
251.514386	300.071912	86130.000000	43.000000	39800.227423	2140.605146	0.210850	-105.395026
251.905408	300.069917	86130.000000	43.000000	39945.520379	2168.648850	0.211616	-105.982042
252.295430	300.064928	86130.000000	43.000000	40201.501533	2175.398939	0.212971	-105.297733
252.687453	300.074906	86130.000000	43.000000	40263.573031	2134.698829	0.213296	-105.090174
253.079475	300.087877	86130.000000	43.000000	39890.379136	2162.715320	0.211326	-105.252327
253.471498	300.056945	86130.000000	43.000000	40141.247005	2183.936381	0.212663	-105.803665
253.862520	300.077899	86130.000000	43.000000	40343.672987	2147.582067	0.213715	-106.105285
254.253542	300.064928	86130.000000	43.000000	40007.689472	2114.348666	0.211949	-106.961490
254.645565	300.071912	86130.000000	43.000000	39708.813790	2146.239291	0.210357	-105.028560
255.037587	300.087877	86130.000000	43.000000	39996.491752	2138.255322	0.211886	-105.729076
255.428609	300.061934	86130.000000	43.000000	39919.209569	2140.632359	0.211487	-104.548563
255.819632	300.077899	86130.000000	43.000000	39948.253627	2165.809107	0.211624	-106.238256
256.212654	300.071912	86130.000000	43.000000	40173.388504	2171.733551	0.212827	-105.907453
256.603677	300.069917	86130.000000	43.000000	40228.669720	2180.779083	0.213116	-105.995017
256.996699	300.071912	86130.000000	43.000000	40311.145639	2155.647675	0.213551	-105.132332
257.388721	300.066923	86130.000000	43.000000	40082.166193	2170.154902	0.212340	-106.436088
257.781744	300.074906	86130.000000	43.000000	40216.456182	2173.094454	0.213048	-105.836112
264.441125	300.082888	86130.000000	43.000000	40113.617063	2152.200034	0.212513	-151.581201
264.833148	300.084884	86130.000000	43.000000	40087.136394	2156.908769	0.212373	-151.065541
265.225170	300.082888	86130.000000	43.000000	40128.855535	2185.161176	0.212595	-151.827687
265.617192	300.095859	86130.000000	43.000000	40386.054163	2166.888753	0.213957	-152.580104
266.008214	300.108830	86130.000000	43.000000	40217.168810	2135.950881	0.213070	-151.782281
266.401237	300.105837	86130.000000	43.000000	39930.750790	2130.588908	0.211561	-152.197400
266.793260	300.092866	86130.000000	43.000000	39883.057723	2151.065963	0.211307	-152.716323
267.185282	300.110826	86130.000000	43.000000	40074.530823	2180.606720	0.212313	-151.850390
267.577304	300.110826	86130.000000	43.000000	40335.846632	2155.284779	0.213709	-152.463341
267.970327	300.129784	86130.000000	43.000000	40106.864053	2170.345436	0.212496	-152.888204
268.360349	300.121802	86130.000000	43.000000	40237.744533	2149.695975	0.213202	-152.486045
268.753372	300.123797	86130.000000	43.000000	40052.493638	2170.953291	0.212215	-151.513092
269.145394	300.108830	86130.000000	43.000000	40244.029549	2202.154336	0.213231	-152.272005
269.537416	300.131780	86130.000000	43.000000	40531.006856	2153.161743	0.214742	-151.996336
269.928439	300.118808	86130.000000	43.000000	40080.392340	2178.383874	0.212369	-150.832031
270.320461	300.123797	86130.000000	43.000000	40312.245563	2161.553992	0.213589	-151.629855
270.712483	300.147744	86130.000000	43.000000	40158.887219	2125.471764	0.212780	-151.552018
271.102506	300.121802	86130.000000	43.000000	39822.195492	2182.811352	0.211011	-152.392000
271.493528	300.155727	86130.000000	43.000000	40352.612268	2172.241640	0.213805	-152.164969
271.886551	300.155727	86130.000000	43.000000	40245.827040	2132.231068	0.213261	-152.897932
272.277573	300.136769	86130.000000	43.000000	39882.573263	2160.846328	0.211336	-151.107700
272.669596	300.136769	86130.000000	43.000000	40147.814713	2181.296214	0.212730	-152.661189
273.061618	300.152733	86130.000000	43.000000	40334.270054	2196.747022	0.213718	-153.037398
273.454640	300.144751	86130.000000	43.000000	40468.641567	2136.939802	0.214440	-153.374681
273.845663	300.152733	86130.000000	43.000000	39929.508195	2146.511463	0.211578	-150.965001
274.237685	300.141758	86130.000000	43.000000	40012.167279	2142.492266	0.212021	-153.627647
274.629708	300.136769	86130.000000	43.000000	39981.330079	2159.812023	0.211851	-151.623359
275.021730	300.126791	86130.000000	43.000000	40138.803872	2151.483328	0.212682	-152.408208
275.413753	300.136769	86130.000000	43.000000	40066.988763	2137.511359	0.212295	-152.946586
275.805775	300.147744	86130.000000	43.000000	39936.885298	2158.523716	0.211612	-152.349842
276.195797	300.129784	86130.000000	43.000000	40124.171417	2160.737476	0.212612	-152.476317
276.590820	300.157722	86130.000000	43.000000	40150.196379	2215.736152	0.212738	-151.665533
276.982842	300.123797	86130.000000	43.000000	40636.226793	2142.229179	0.215331	-152.735778
277.373865	300.121802	86130.000000	43.000000	39983.925795	2125.408252	0.211853	-152.122811
277.765887	300.129784	86130.000000	43.000000	39830.341690	2163.604432	0.211038	-153.955217
278.158910	300.131780	86130.000000	43.000000	40177.500696	2188.236836	0.212882	-153.238462
278.549932	300.131780	86130.000000	43.000000	40398.986129	2178.510897	0.214057	-152.200648
278.941954	300.126791	86130.000000	43.000000	40310.269773	2171.098484	0.213587	-152.524971
279.332977	300.131780	86130.000000	43.000000	40245.077198	2147.808855	0.213239	-152.083900
279.724999	300.115815	86130.000000	43.000000	40031.586116	2162.806044	0.212111	-151.633087
280.116022	300.118808	86130.000000	43.000000	40172.671639	2147.672791	0.212848	-152.528218
280.508044	300.147744	86130.000000	43.000000	40034.861704	2162.597340	0.212119	-153.293596
280.900066	300.113819	86130.000000	43.000000	40161.840896	2151.964161	0.212811	-153.332522
281.293089	300.105837	86130.000000	43.000000	40076.226109	2170.399861	0.212335	-151.506612
281.685111	300.134773	86130.000000	43.000000	40244.596351	2179.626841	0.213222	-151.393096
282.076134	300.115815	86130.000000	43.000000	40318.580866	2165.355444	0.213633	-151.882821
282.468156	300.136769	86130.000000	43.000000	40195.987392	2151.183900	0.212971	-150.851486
282.860178	300.105837	86130.000000	43.000000	40059.611101	2132.430643	0.212262	-151.954162
283.252201	300.118808	86130.000000	43.000000	39899.490281	2158.714250	0.211394	-152.096876
283.644223	300.121802	86130.000000	43.000000	40134.955374	2161.690100	0.212650	-151.749850
290.307604	300.118808	86130.000000	43.000000	39889.624546	2186.004948	0.211342	-138.991147
290.699627	300.121802	86130.000000	43.000000	40370.782477	2171.506763	0.213899	-138.109007
291.092649	300.136769	86130.000000	43.000000	40238.016588	2148.688925	0.213198	-140.427874
291.483672	300.118808	86130.000000	43.000000	40028.078161	2205.338847	0.212095	-139.756541
291.875694	300.123797	86130.000000	43.000000	40545.388100	2144.216064	0.214824	-141.566244
292.266716	300.144751	86130.000000	43.000000	39992.462658	2140.169654	0.211898	-141.553268
292.659739	300.126791	86130.000000	43.000000	39948.825183	2183.083524	0.211680	-142.642969
293.051762	300.121802	86130.000000	43.000000	40344.949895	2183.600698	0.213768	-140.778147
293.442784	300.123797	86130.000000	43.000000	40349.642001	2156.981365	0.213789	-140.667880
293.835806	300.134773	86130.000000	43.000000	40107.855290	2142.174710	0.212509	-140.178156
294.228829	300.126791	86130.000000	43.000000	39969.146572	2146.293717	0.211782	-139.934917
294.620851	300.129784	86130.000000	43.000000	40009.044279	2163.731454	0.211988	-139.636545
295.010873	300.129784	86130.000000	43.000000	40166.300392	2174.527954	0.212823	-141.332733
295.402896	300.129784	86130.000000	43.000000	40265.522518	2180.969616	0.213349	-139.681952
295.795918	300.134773	86130.000000	43.000000	40322.285805	2223.729207	0.213650	-141.241921
296.186941	300.134773	86130.000000	43.000000	40706.076262	2137.838000	0.215686	-141.556501
296.578963	300.129784	86130.000000	43.000000	39930.681486	2178.093575	0.211578	-141.303535
296.968986	300.147744	86130.000000	43.000000	40297.699983	2148.616329	0.213519	-141.822442
297.361008	300.152733	86130.000000	43.000000	40024.992708	2154.441007	0.212086	-141.053816
297.754030	300.141758	86130.000000	43.000000	40075.679808	2164.139734	0.212358	-139.957620
298.146053	300.152733	86130.000000	43.000000	40166.329800	2199.033336	0.212831	-140.888415
298.537075	300.152733	86130.000000	43.000000	40478.569164	2156.300914	0.214493	-139.467896
298.930098	300.152733	86130.000000	43.000000	40091.232563	2167.469395	0.212440	-141.102455
299.322120	300.162711	86130.000000	43.000000	40193.950525	2120.336622	0.212985	-139.925190
299.713142	300.152733	86130.000000	43.000000	39760.294525	2162.579212	0.210693	-141.034361
300.105165	300.157722	86130.000000	43.000000	40149.590013	2157.480369	0.212749	-140.959756
300.499187	300.155727	86130.000000	43.000000	40101.633599	2182.139986	0.212499	-139.788971
300.890210	300.162711	86130.000000	43.000000	40324.509738	2157.670902	0.213678	-140.181403
301.283232	300.165705	86130.000000	43.000000	40101.069141	2180.125844	0.212499	-139.899239
301.674254	300.183665	86130.000000	43.000000	40303.173439	2183.292228	0.213572	-139.133846
302.066277	300.178676	86130.000000	43.000000	40325.256149	2177.884871	0.213701	-141.245169
302.458300	300.180671	86130.000000	43.000000	40279.873735	2202.526317	0.213457	-140.110046
302.850322	300.168698	86130.000000	43.000000	40500.137693	2132.702858	0.214625	-140.505711
303.241344	300.168698	86130.000000	43.000000	39871.962013	2152.581101	0.211289	-140.839761
303.634367	300.194640	86130.000000	43.000000	40053.416753	2160.673965	0.212250	-140.940301
304.025389	300.175682	86130.000000	43.000000	40118.617945	2148.389541	0.212613	-140.755444
304.417411	300.168698	86130.000000	43.000000	40012.975164	2181.296214	0.212040	-141.235425
304.808434	300.155727	86130.000000	43.000000	40313.882000	2158.315055	0.213630	-142.357572
305.200456	300.175682	86130.000000	43.000000	40110.982905	2105.566265	0.212547	-140.823554
305.591479	300.157722	86130.000000	43.000000	39621.262239	2161.971357	0.209965	-140.797603
305.985501	300.160716	86130.000000	43.000000	40142.220385	2171.543018	0.212714	-142.156492
306.376523	300.173687	86130.000000	43.000000	40229.142607	2145.132433	0.213176	-141.858120
306.770546	300.144751	86130.000000	43.000000	39984.953189	2185.896097	0.211891	-140.473280
307.162569	300.170693	86130.000000	43.000000	40362.547311	2158.759633	0.213873	-139.558709
307.554591	300.168698	86130.000000	43.000000	40107.821421	2178.456471	0.212540	-140.375988
307.945613	300.194640	86130.000000	43.000000	40287.478386	2156.890641	0.213491	-139.043049
308.338636	300.162711	86130.000000	43.000000	40082.643724	2168.331294	0.212422	-140.791123
308.729658	300.168698	86130.000000	43.000000	40198.196826	2172.958390	0.213014	-141.670016
309.119680	300.175682	86130.000000	43.000000	40238.875359	2197.881093	0.213233	-140.090591
309.510703	300.173687	86130.000000	43.000000	40459.979349	2217.804720	0.214409	-140.590043
316.168084	300.173687	86130.000000	43.000000	40169.594391	2181.105680	0.212864	-120.865027
316.559106	300.168698	86130.000000	43.000000	40293.044164	2179.082497	0.213523	-121.682306
316.951128	300.165705	86130.000000	43.000000	40277.109019	2213.077857	0.213436	-121.192582
317.341151	300.180671	86130.000000	43.000000	40583.254361	2142.419712	0.215056	-121.263939
317.734173	300.183665	86130.000000	43.000000	39940.368473	2117.850690	0.211659	-121.017453
318.126195	300.212601	86130.000000	43.000000	39714.738615	2119.202551	0.210465	-121.630420
318.517218	300.173687	86130.000000	43.000000	39718.447343	2165.981470	0.210503	-121.179607
318.907240	300.186658	86130.000000	43.000000	40156.655302	2152.499462	0.212801	-120.618541
319.300263	300.183665	86130.000000	43.000000	40029.697166	2166.426047	0.212136	-120.586110
319.690285	300.180671	86130.000000	43.000000	40156.924081	2174.691274	0.212808	-121.546088
320.082307	300.183665	86130.000000	43.000000	40233.477749	2158.605355	0.213212	-121.137448
320.473330	300.178676	86130.000000	43.000000	40086.506738	2144.724153	0.212435	-120.790438
320.865352	300.175682	86130.000000	43.000000	39961.691081	2145.576967	0.211771	-120.975295
321.256375	300.183665	86130.000000	43.000000	39970.587164	2137.529530	0.211816	-121.101785
321.648397	300.175682	86130.000000	43.000000	39894.836173	2103.561209	0.211420	-122.253100
322.039419	300.186658	86130.000000	43.000000	39587.287285	2184.798280	0.209785	-120.680170
322.432442	300.194640	86130.000000	43.000000	40322.140987	2145.785672	0.213686	-119.694242
322.822464	300.188654	86130.000000	43.000000	39965.420329	2141.448918	0.211801	-120.764487
323.215487	300.217590	86130.000000	43.000000	39928.767304	2152.835145	0.211603	-120.206654
323.606509	300.212601	86130.000000	43.000000	40022.552582	2143.290654	0.212118	-119.866123
323.999531	300.175682	86130.000000	43.000000	39937.087006	2153.687959	0.211662	-120.819621
324.390554	300.178676	86130.000000	43.000000	40044.354238	2163.241536	0.212207	-120.047748
324.781576	300.178676	86130.000000	43.000000	40129.423044	2153.996430	0.212659	-120.537472
325.173599	300.212601	86130.000000	43.000000	40045.969255	2144.733239	0.212217	-120.576383
325.566621	300.173687	86130.000000	43.000000	39950.816562	2140.369273	0.211735	-120.842324
325.956644	300.180671	86130.000000	43.000000	39923.836520	2190.695555	0.211567	-120.719081
326.348666	300.188654	86130.000000	43.000000	40377.294833	2216.380305	0.213974	-121.432588
326.739688	300.196636	86130.000000	43.000000	40605.725539	2212.878282	0.215190	-121.614197
327.132711	300.186658	86130.000000	43.000000	40571.917834	2166.380664	0.215016	-120.203422
327.522733	300.170693	86130.000000	43.000000	40155.322582	2165.482466	0.212802	-121.059612
327.913755	300.186658	86130.000000	43.000000	40153.099733	2146.284675	0.212780	-120.959072
